elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P04;P05;P06;P07;P0801;P0802;P0803;P0901;P0902;P0903;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p2301;p2302;p2303;p2401;p2402;p2403;p2501;p2502;p2503;p2504;p2505;p2506;p26A01;p26A02;p26A03;p26A04;p26A05;p26A06;p26B01;p26B02;p26B03;p26B04;p26B05;p26B06;p27;p28;p29;p3001;p3002;p3003;p3004;p3005;p3101;p3102;p3103;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p43;p44;wt
82;846;1;2;3;999;1;55;1;2;4;2;3;1;99;99;99;99;99;2;2;3;2;1;5;3;2;1;1;2;1;2;6;7;10;4;5;10;5;8;4;5;3;0;2;2;2;2;1;1;6;8;4;2;12;12;2;2;2;6;6;6;5;6;8;4;16;3;4;2;2;2;5;3;7;2;4;1;2;4;,416305338826238
83;353;1;1;3;999;2;64;5;2;3;2;2;1;15;2;9;10;10;2;2;2;2;2;3;3;2;1;1;1;1;1;7;10;10;3;10;10;10;6;10;6;4;0;2;1;2;2;2;2;8;12;6;6;5;6;3;2;3;6;9;9;7;4;9;99;99;6;7;3;2;5;3;3;1;1;4;2;4;1;,462218666502548
84;820;1;2;3;59;1;65;5;2;4;2;2;1;7;99;7;99;99;1;2;3;2;2;3;2;3;1;1;1;1;1;7;2;3;6;10;10;9;5;5;5;5;0;2;2;2;2;1;1;7;5;5;3;12;12;2;2;2;10;9;9;7;9;4;25;99;5;6;3;2;3;4;1;1;1;4;1;2;4;,320801179765382
85;463;1;1;3;59;2;79;5;2;2;2;2;8;6;13;26;10;99;2;2;3;2;1;2;3;2;1;1;1;1;1;7;6;10;2;10;10;8;6;6;5;1;0;2;2;2;2;1;1;7;6;5;3;12;12;2;1;1;8;8;8;6;7;6;8;99;5;8;1;2;3;5;1;1;1;4;2;4;1;,320801179765382
86;608;1;2;3;59;1;55;5;2;4;2;4;99;99;99;2;99;99;2;2;3;4;2;2;3;4;2;6;12;5;9;2;10;10;1;10;10;8;0;0;0;3;0;1;1;1;1;1;1;12;12;12;12;12;12;6;4;5;4;4;6;4;4;99;99;99;5;4;3;3;5;2;3;1;5;4;1;1;4;1,44819840136382
87;717;1;2;3;59;2;52;1;2;3;3;2;7;99;99;6;7;99;2;2;3;2;3;3;3;2;2;2;12;5;1;7;2;10;1;3;10;6;2;6;4;4;0;2;1;2;2;1;1;6;12;5;5;12;12;3;2;2;6;5;7;3;4;16;99;99;4;5;3;3;3;4;2;2;5;4;2;1;4;,320801179765382
88;507;1;2;3;59;2;46;1;2;2;2;2;1;2;7;6;99;99;2;2;3;1;1;1;3;3;1;1;1;1;1;6;7;10;2;10;10;10;7;7;5;0;0;2;2;2;2;1;1;9;8;8;5;12;12;2;2;2;9;9;8;7;9;8;13;6;5;8;2;2;3;5;2;1;1;4;2;1;4;,320801179765382
89;19;1;1;3;59;2;90;3;2;4;2;3;15;99;99;15;15;99;1;2;3;1;1;1;3;1;1;1;6;1;6;7;2;4;1;10;10;1;0;0;0;10;0;2;1;1;2;1;1;5;12;12;9;12;12;2;1;2;6;8;6;11;6;99;99;99;8;0;3;3;5;2;2;1;5;4;2;4;1;,954757018664659
90;647;1;1;2;999;2;55;1;3;3;2;2;1;8;2;6;99;99;2;2;3;2;1;2;2;2;1;1;2;1;2;7;6;1;5;4;10;4;8;3;4;0;0;2;2;2;2;2;2;5;7;0;0;5;0;3;1;2;6;4;5;4;5;99;99;99;2;8;1;1;2;3;2;7;2;4;2;4;2;,416305338826238
91;820;1;1;3;59;1;81;5;2;4;2;2;1;1;7;99;99;99;2;2;3;2;2;2;3;3;1;1;1;1;1;7;6;10;2;10;10;10;7;5;0;0;0;2;1;1;1;1;1;5;12;12;12;12;12;2;2;3;8;8;8;5;6;99;99;99;5;7;2;2;4;2;1;2;1;4;1;4;1;,462218666502548
92;319;1;2;3;59;2;36;1;2;5;2;2;2;11;98;99;99;99;1;2;2;1;1;1;2;3;4;2;3;2;15;6;10;10;10;10;10;6;0;0;0;1;0;2;2;1;1;1;1;4;3;12;12;12;12;3;2;2;6;5;7;8;4;9;2;7;5;0;3;2;3;4;3;4;7;1;2;2;4;1,00511681885805
93;281;1;2;3;59;1;54;1;2;4;5;4;8;1;26;99;99;99;1;2;3;2;2;1;1;5;1;6;13;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;2;2;2;2;1;11;11;11;11;11;12;6;2;1;11;11;11;11;11;1;99;99;11;11;6;4;3;5;2;2;1;4;2;2;4;,308084536500576
94;148;1;1;1;59;2;58;5;3;4;3;3;4;6;98;10;8;15;5;3;3;4;2;3;1;3;2;2;2;3;2;6;7;3;4;1;5;7;9;4;7;0;0;2;1;2;2;1;1;7;12;6;3;12;12;2;2;2;6;6;7;4;6;6;9;99;4;6;2;2;1;4;2;1;3;4;2;4;1;,416305338826238
95;319;1;2;3;59;1;67;5;2;3;2;1;5;1;6;6;14;4;1;2;3;3;2;2;2;2;1;2;3;3;3;7;2;10;5;6;1;7;0;9;7;6;0;2;2;2;2;1;2;7;4;8;7;12;2;2;2;2;7;9;7;5;7;6;6;4;4;5;3;3;4;3;2;2;2;4;1;1;4;,443896196814171
96;507;1;1;3;59;2;67;1;2;2;2;2;2;1;99;2;99;99;2;2;3;2;1;3;1;2;1;1;1;1;1;6;7;10;2;10;10;10;0;10;0;0;0;1;1;1;2;1;1;12;12;12;11;12;12;2;2;3;11;11;0;10;0;8;99;99;11;0;3;3;3;2;3;1;7;1;2;4;1;,320801179765382
97;847;1;1;3;59;2;68;5;2;3;2;2;1;8;99;8;99;99;1;1;3;2;2;2;3;3;1;1;1;3;1;6;7;10;2;3;10;8;6;6;7;2;0;2;2;2;2;1;1;7;6;6;4;12;12;2;2;2;6;7;7;5;7;1;98;99;5;8;2;2;3;2;2;2;3;4;2;4;1;,320801179765382
98;717;1;1;3;59;2;81;5;2;3;2;3;1;99;99;10;99;99;2;2;3;1;1;1;4;2;1;1;1;1;1;7;4;6;9;9;9;10;3;7;2;3;0;2;2;2;2;1;2;9;5;5;4;12;3;1;1;1;9;10;9;9;9;2;11;13;8;9;3;1;3;3;2;1;5;4;2;4;1;,320801179765382
99;846;1;2;3;59;2;73;3;2;3;2;2;7;20;10;7;9;99;1;2;3;2;2;1;3;2;1;1;12;5;3;7;4;6;1;3;5;7;4;7;7;4;0;2;2;2;2;1;1;8;5;8;3;12;12;2;2;3;7;7;9;6;5;8;13;10;5;6;3;3;4;3;1;2;5;4;2;2;4;,443896196814171
100;281;1;1;3;59;1;82;5;5;4;5;5;1;2;6;9;99;99;3;2;3;3;3;2;3;4;1;4;14;5;15;1;3;10;6;10;10;0;0;0;0;5;0;2;1;1;2;1;1;11;12;12;5;12;12;3;3;3;0;0;0;0;2;99;99;99;5;0;4;3;5;4;2;2;5;4;1;4;1;,954757018664659
101;937;1;2;3;999;2;27;1;2;3;2;3;1;10;15;99;99;99;1;1;3;1;1;2;2;3;1;1;2;2;2;7;6;10;1;10;10;5;8;4;4;1;0;2;2;1;1;1;1;6;5;12;12;12;12;2;2;3;5;4;6;5;6;99;99;99;2;7;2;1;3;5;2;6;1;4;2;2;4;,564257244681269
102;19;1;1;3;999;2;48;1;2;2;2;2;10;7;99;9;99;99;1;2;3;2;2;1;2;3;2;4;14;5;9;7;10;10;3;10;10;10;0;10;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;3;3;7;7;4;4;7;99;99;99;5;5;1;2;4;5;2;1;7;1;2;4;1;1,44819840136382
103;353;1;1;3;999;2;60;1;3;4;5;3;7;1;2;7;2;1;2;2;3;1;2;2;4;3;2;4;14;5;15;6;3;5;2;1;10;4;5;0;0;0;0;2;1;1;1;1;1;11;12;12;12;12;12;6;2;2;5;4;5;3;3;99;99;99;5;5;2;2;1;4;2;8;5;4;2;4;1;,741568675952071
104;50;1;2;3;59;1;50;1;3;4;3;4;5;4;2;5;99;99;2;2;3;2;4;3;1;3;2;1;7;1;6;3;2;4;8;8;8;0;0;0;0;0;6;2;2;1;2;1;1;2;1;12;1;12;12;4;2;3;3;5;7;4;2;4;99;99;5;0;3;2;2;2;3;2;5;4;1;2;4;,488895649601831
105;820;1;2;3;59;1;19;4;3;3;2;2;19;98;8;98;99;99;2;2;3;1;2;3;2;1;1;2;11;5;11;6;7;1;2;10;10;0;8;4;8;0;0;2;2;2;2;1;2;5;7;6;2;12;0;3;3;3;6;6;8;4;7;99;99;99;0;9;1;1;1;4;3;6;1;4;1;2;4;,741568675952071
106;847;1;2;3;59;1;78;5;3;4;1;4;16;6;18;99;99;99;1;2;3;1;2;3;1;3;1;1;7;3;6;2;4;5;6;10;10;0;0;0;0;8;5;2;1;1;2;1;1;1;12;12;8;12;12;5;4;3;4;5;0;10;4;4;6;99;7;2;3;3;5;2;3;1;1;4;1;1;4;,954757018664659
107;717;1;1;3;59;2;79;5;5;3;2;2;21;8;13;8;13;21;1;1;3;1;3;1;3;1;1;1;13;5;3;6;7;10;10;10;10;11;11;11;11;11;11;2;2;2;2;1;1;4;2;5;0;12;12;3;3;2;3;3;2;0;3;99;99;99;11;11;1;3;2;3;4;4;3;4;2;4;1;,227302774690018
108;463;1;1;3;59;2;54;5;4;3;3;3;2;7;4;9;7;10;1;1;3;2;3;3;2;2;1;1;6;1;6;4;7;2;3;10;10;1;0;5;1;7;3;2;2;2;2;2;1;4;1;2;8;3;12;4;3;2;3;3;4;2;1;98;2;8;6;0;3;3;5;5;1;7;5;4;2;4;1;,954757018664659
109;846;1;1;3;59;2;60;3;2;3;2;2;2;1;9;8;99;99;1;3;2;4;3;2;3;2;1;1;2;1;2;7;6;10;4;3;10;4;9;4;5;0;0;2;2;2;2;2;2;4;6;3;0;4;0;4;3;3;4;4;8;5;4;6;99;99;4;5;1;2;4;2;3;2;5;4;2;4;1;,812996483964685
110;50;1;1;3;59;1;68;5;2;4;2;3;2;7;99;99;99;99;1;2;3;2;1;2;3;3;1;2;12;5;1;7;6;10;2;1;4;8;8;3;5;0;0;2;2;2;2;1;1;8;8;5;0;12;12;2;2;1;8;8;8;7;8;98;99;99;3;10;2;1;3;2;1;2;1;4;1;4;1;,320801179765382
111;281;1;1;3;59;2;74;5;3;3;2;3;2;1;99;8;98;99;3;3;2;3;3;3;1;4;1;4;14;5;3;7;6;10;5;10;10;7;6;5;6;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;1;8;8;8;5;7;99;99;99;5;5;3;3;3;2;3;2;3;4;2;4;1;,308084536500576
112;608;1;2;3;59;1;60;5;2;2;2;2;1;6;99;99;99;99;2;3;2;3;1;2;2;3;1;1;3;3;14;7;10;10;9;9;9;7;8;6;6;5;0;2;1;1;2;2;1;8;12;12;6;6;12;2;2;2;7;7;11;11;7;99;99;99;5;7;5;4;4;3;3;8;1;4;3;2;4;,462218666502548
113;19;1;1;3;59;1;59;1;2;3;2;2;1;8;99;31;6;98;2;2;3;3;1;2;3;3;1;1;2;1;2;7;6;10;3;1;10;4;8;4;6;0;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;3;5;4;5;2;4;99;99;99;4;8;1;1;3;3;1;2;1;4;1;4;1;,564257244681269
114;319;1;1;3;59;1;72;6;3;3;2;3;5;4;2;6;7;15;3;3;3;2;2;2;4;1;1;1;1;1;1;6;3;4;7;10;10;8;4;0;0;0;5;2;2;2;2;1;2;5;2;1;4;12;4;3;3;2;5;5;6;4;4;6;2;4;5;10;1;1;5;3;2;7;1;4;1;4;1;,462218666502548
115;846;1;2;3;59;1;55;1;2;3;2;2;1;10;8;1;8;99;2;2;3;3;1;2;3;1;2;5;14;5;12;7;6;1;4;2;5;5;6;5;7;0;0;2;2;2;2;2;2;6;7;6;2;8;0;3;4;2;6;6;7;5;4;6;99;99;1;5;3;2;4;4;2;6;7;2;1;2;4;1,44819840136382
116;608;1;2;3;36;2;44;1;5;4;2;3;23;2;23;10;10;99;4;2;2;1;1;4;1;4;2;2;1;1;1;7;2;3;10;10;10;5;4;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;3;3;5;0;4;0;0;9;35;99;5;5;3;3;4;5;3;6;5;4;2;2;4;,462218666502548
117;647;1;1;2;59;2;58;1;2;3;2;2;1;2;8;99;99;99;1;2;3;2;2;2;3;2;1;1;2;2;2;7;6;3;1;4;10;5;8;5;5;0;0;2;2;2;2;1;2;6;6;4;2;12;0;3;2;3;5;6;5;5;4;99;99;99;2;9;1;1;1;5;2;7;2;4;2;4;1;,416305338826238
118;717;1;1;3;59;2;48;1;3;4;2;3;7;10;99;7;99;99;1;2;3;2;4;1;4;4;2;6;12;5;15;10;10;10;10;10;10;0;0;0;0;0;0;2;2;1;1;1;2;0;0;12;12;12;0;3;2;1;1;0;0;0;0;99;99;99;11;11;3;4;4;4;3;2;5;4;2;4;1;1,44819840136382
119;820;1;1;3;59;1;18;4;3;4;2;3;4;1;99;2;1;99;3;2;3;2;2;1;3;2;4;1;2;1;13;6;7;3;5;10;10;4;8;4;6;2;0;2;2;2;2;2;2;5;7;6;3;6;0;3;2;3;5;5;6;5;4;6;9;99;2;6;2;2;1;4;3;7;1;4;1;4;1;,741568675952071
120;847;1;2;3;59;1;49;1;3;4;3;4;7;6;4;7;6;2;2;2;3;2;4;2;2;2;1;1;13;5;15;2;3;6;1;10;10;5;1;0;0;3;2;2;2;2;2;1;1;5;1;0;1;12;12;4;3;4;1;0;0;0;0;12;99;99;5;1;3;3;1;3;2;2;1;4;1;2;4;,236685031688911
121;19;1;2;3;59;2;54;1;3;4;3;4;1;2;7;7;2;14;2;2;3;2;2;3;3;4;2;3;14;5;9;7;10;10;1;3;10;4;2;4;2;2;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;2;5;4;5;0;3;98;99;99;5;5;2;3;3;5;2;7;1;4;2;1;4;1,00511681885805
122;319;1;2;3;36;2;59;2;3;4;3;3;2;7;99;2;4;18;4;2;3;2;2;3;1;4;1;2;12;5;11;6;7;2;3;1;5;0;0;0;0;0;0;2;1;1;1;1;1;4;12;12;12;12;12;3;2;3;6;4;5;2;2;99;99;99;5;0;2;3;4;2;2;6;5;4;2;1;4;1,44819840136382
123;463;1;1;3;999;2;58;2;2;4;2;3;1;2;2;1;2;7;3;3;2;3;1;2;2;3;1;1;1;1;1;7;6;5;2;10;10;10;7;5;2;0;0;2;2;2;2;2;2;8;6;4;0;5;4;2;2;2;10;7;10;9;8;1;8;6;4;7;2;2;3;4;3;6;3;4;2;4;1;,320801179765382
124;281;1;1;3;59;2;79;5;2;3;2;2;2;10;99;34;99;99;1;2;3;3;2;2;3;3;1;1;3;1;3;2;7;6;1;10;10;5;0;8;5;0;0;2;1;1;1;1;1;6;12;12;12;12;12;2;2;2;7;7;5;5;5;99;99;99;4;0;3;3;4;2;2;2;1;4;2;4;1;,443896196814171
125;353;1;1;3;999;1;68;5;2;3;2;3;2;6;99;34;99;99;2;2;3;2;1;2;3;2;1;1;1;2;1;6;7;10;2;4;10;10;4;10;7;0;0;2;1;2;2;1;1;9;12;6;3;12;12;1;2;2;10;10;10;10;10;5;99;99;5;10;2;1;4;2;2;2;1;4;1;4;1;,462218666502548
126;50;1;2;3;59;1;31;1;3;4;2;2;99;99;99;4;99;99;2;2;3;1;3;3;2;3;1;1;12;5;14;8;8;8;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;3;4;5;3;5;5;4;99;99;99;5;0;6;3;2;2;2;2;1;4;1;2;4;,227302774690018
127;647;1;1;1;59;2;76;5;2;3;2;2;1;8;99;8;10;99;2;2;3;2;2;2;3;1;1;1;2;2;2;7;6;10;1;5;10;5;7;4;5;0;0;2;2;2;2;1;2;6;6;4;0;12;0;3;2;2;6;6;5;4;6;6;98;4;3;8;2;1;2;5;3;7;4;4;2;4;1;,416305338826238
128;319;1;2;3;59;2;72;5;2;3;2;2;1;2;8;8;1;99;4;3;1;4;2;2;3;3;1;1;1;3;1;7;6;4;9;9;9;9;7;6;4;0;0;2;2;1;2;1;1;8;7;12;7;12;12;3;2;2;6;8;8;5;7;1;2;8;3;10;2;1;3;4;3;1;1;4;2;2;4;,320801179765382
129;717;1;1;3;59;2;72;5;3;4;2;2;5;7;99;7;99;99;3;3;3;2;3;2;1;2;1;1;1;1;1;6;10;10;7;2;10;7;6;7;4;5;4;2;1;1;1;1;2;7;12;12;12;12;7;3;1;2;7;7;7;9;10;99;99;99;5;10;3;1;4;2;3;2;1;4;3;4;1;,462218666502548
130;608;1;2;3;59;2;76;5;3;3;2;2;1;5;2;1;99;99;5;2;3;2;3;2;3;3;1;1;1;2;1;7;2;6;5;3;10;9;5;8;7;6;4;1;1;1;1;1;1;12;12;12;12;12;12;2;2;3;8;7;7;7;6;99;99;99;7;4;4;3;4;5;3;1;7;1;2;2;4;,462218666502548
131;281;1;1;3;999;2;80;3;4;4;3;3;99;99;99;99;99;99;4;4;2;2;2;5;2;4;3;4;14;5;9;10;10;10;8;8;8;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;6;3;5;1;1;0;0;2;99;99;99;5;5;3;4;1;4;2;1;2;4;2;4;1;,741568675952071
132;507;1;1;3;59;2;73;5;3;3;2;2;4;11;4;99;99;99;2;2;3;2;3;2;1;2;1;1;13;5;15;2;4;1;8;8;8;0;0;11;0;2;11;2;2;2;2;1;2;2;0;1;3;12;1;3;2;3;2;2;1;0;2;8;99;99;5;0;5;3;5;3;2;2;5;4;2;4;1;,443896196814171
133;353;1;1;3;59;1;27;1;2;2;2;2;1;8;2;1;8;2;2;2;3;2;1;2;3;2;1;1;3;1;3;6;7;1;5;4;10;4;5;8;6;0;0;2;2;2;2;2;2;5;4;7;0;5;0;2;2;2;6;6;7;7;6;8;1;10;3;0;3;3;1;5;2;1;1;4;1;4;1;,227302774690018
134;820;1;1;3;36;2;64;1;2;4;2;2;1;8;13;31;99;99;2;2;3;2;1;1;2;3;1;1;13;5;15;7;10;10;10;10;10;6;2;5;4;5;0;2;2;1;1;1;1;11;11;12;12;12;12;1;2;3;5;5;5;5;3;99;99;99;11;11;3;3;5;2;1;2;5;4;2;4;1;,462218666502548
135;937;1;2;3;59;2;27;1;2;3;2;3;13;2;8;13;2;8;2;3;2;2;2;2;3;2;1;1;2;1;2;7;6;1;8;8;8;4;9;6;3;3;0;2;2;1;1;1;1;6;9;12;12;12;12;3;2;2;6;7;5;6;5;13;9;7;0;10;1;1;1;4;3;6;1;4;2;2;4;,416305338826238
136;19;1;2;3;59;2;52;1;4;4;3;3;4;10;20;10;20;8;2;2;3;2;3;3;3;4;1;1;1;3;9;7;6;3;2;10;10;4;4;1;4;0;0;2;1;1;2;1;1;2;12;12;2;12;12;4;2;1;5;1;5;1;3;99;99;99;5;5;3;1;3;3;3;1;1;4;2;2;4;1,00511681885805
137;463;1;1;3;59;2;59;6;2;3;2;3;1;13;10;6;7;21;2;2;3;2;2;3;4;2;1;1;13;5;8;7;4;10;8;8;8;5;2;5;1;1;0;2;2;2;2;1;1;5;3;6;4;12;12;3;3;3;4;4;6;4;4;4;99;99;6;5;6;3;2;5;2;7;3;4;2;4;1;,262469215371964
138;353;1;1;3;59;2;57;1;5;4;2;3;1;10;99;6;6;23;3;3;2;3;1;2;4;3;2;2;12;5;1;2;4;10;6;1;10;8;0;3;11;6;11;1;1;1;1;1;1;12;12;12;12;12;12;6;1;1;11;11;11;11;11;99;99;99;11;0;3;3;5;2;3;6;5;4;2;4;1;,462218666502548
139;281;1;1;3;59;2;84;5;2;3;2;3;99;99;99;34;99;99;2;2;3;2;1;2;3;3;1;1;1;2;1;2;10;10;6;10;10;7;4;4;4;7;3;1;2;1;1;1;1;12;7;12;12;12;12;2;2;2;7;6;7;6;6;99;99;99;5;4;5;3;4;2;2;1;5;4;3;4;2;,462218666502548
140;507;1;1;3;59;2;55;1;3;3;3;3;10;8;99;8;99;99;2;2;3;4;4;2;2;3;1;1;12;5;1;2;7;10;1;6;3;8;0;5;0;6;0;2;2;1;2;1;1;6;6;12;8;12;12;3;2;1;8;7;7;7;7;4;8;99;5;5;3;3;3;2;2;1;1;4;2;4;1;,320801179765382
141;348;1;2;3;59;1;75;5;2;4;2;2;99;99;99;6;99;99;2;2;3;2;2;2;3;3;2;2;12;5;1;2;4;10;1;3;10;8;2;7;5;6;0;1;1;1;2;1;1;12;12;12;8;12;12;3;4;1;7;8;8;6;6;99;99;99;5;5;3;3;4;1;2;2;5;4;1;1;4;,462218666502548
142;608;1;2;3;59;1;47;1;2;4;2;2;1;8;2;99;99;99;1;1;3;1;2;2;2;2;1;1;6;1;6;7;2;10;1;5;10;7;0;6;6;8;0;2;2;2;2;1;1;7;0;6;6;12;12;2;2;1;8;6;7;8;6;8;9;1;6;5;3;3;2;5;1;2;1;4;1;2;4;,488895649601831
143;937;1;2;3;59;1;63;5;2;2;2;2;8;13;7;8;10;99;2;2;3;3;3;2;3;2;1;2;4;3;4;7;6;1;5;3;2;4;7;5;8;0;0;2;2;2;2;2;2;5;6;5;0;7;0;3;2;1;6;5;5;3;4;98;13;99;3;3;3;2;4;3;2;2;1;4;1;1;4;,432400662628849
144;846;1;2;3;59;2;22;4;2;3;2;2;2;1;99;2;99;99;2;2;3;1;3;2;2;3;1;1;12;5;1;7;6;3;2;1;10;7;7;5;5;2;2;1;2;1;1;1;2;12;5;12;12;12;6;3;2;3;6;6;4;7;4;99;99;99;4;4;3;2;3;3;2;1;1;4;1;2;4;,320801179765382
145;319;1;2;3;999;2;61;5;5;2;2;2;6;99;99;10;99;99;4;2;2;5;1;2;4;3;5;5;14;5;12;10;10;10;10;10;10;11;11;8;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;11;11;11;10;11;99;99;99;11;11;2;2;5;5;3;5;7;2;2;2;4;1,44819840136382
146;847;1;2;3;59;2;60;1;2;3;2;2;1;2;99;1;7;99;2;2;2;2;2;2;3;2;1;1;3;2;3;6;7;10;5;10;10;5;7;9;7;0;0;2;2;2;1;1;1;7;6;8;12;12;12;2;2;2;7;8;8;7;7;8;13;6;4;5;2;2;5;2;3;6;2;4;2;1;4;,443896196814171
147;353;1;1;3;59;2;94;5;2;3;5;2;18;99;99;31;32;98;1;2;3;2;1;2;4;2;1;1;1;1;1;8;8;8;8;8;8;10;11;11;11;11;11;2;1;1;1;1;1;11;12;12;12;12;12;2;4;2;11;5;11;11;11;99;99;99;10;8;3;4;5;4;1;1;2;4;2;4;1;,462218666502548
148;19;1;2;3;2;1;52;2;2;2;1;2;5;2;1;2;6;99;3;3;2;3;1;1;1;2;2;1;12;5;9;6;7;5;2;10;10;7;6;4;7;0;0;2;1;1;1;1;1;6;12;12;12;12;12;2;2;2;6;4;6;3;5;99;99;99;4;5;2;2;5;3;3;4;2;4;1;1;4;1,44819840136382
149;608;1;2;3;59;1;53;1;3;4;3;4;2;8;10;2;8;4;1;1;2;3;2;1;3;1;1;1;2;2;2;7;6;3;4;10;10;0;8;6;5;0;0;2;2;2;2;1;2;3;8;0;0;12;11;4;2;3;5;5;4;5;4;8;10;99;0;0;1;1;1;2;3;6;1;4;1;1;4;,416305338826238
150;717;1;1;3;59;2;40;1;3;4;3;4;2;25;5;2;23;99;1;2;2;3;2;3;1;4;3;2;12;5;9;7;6;2;8;8;8;0;0;3;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;4;3;3;0;0;0;2;0;99;99;99;3;0;5;3;4;2;3;7;5;4;2;4;1;1,44819840136382
151;50;1;2;3;59;1;42;1;2;2;1;2;99;99;99;31;9;99;1;1;3;2;1;2;4;2;1;1;3;2;4;7;6;2;5;10;10;4;4;7;6;2;0;2;2;1;2;1;2;6;5;12;2;12;6;2;4;2;7;5;7;2;5;6;2;16;3;6;2;3;2;4;1;6;1;4;1;1;4;,221416338096011
152;937;1;2;3;59;2;87;5;2;4;2;2;1;19;8;99;99;99;1;1;3;1;1;2;3;1;1;1;2;1;2;7;6;10;1;10;10;9;10;5;7;3;0;2;2;2;2;1;1;6;7;4;5;12;12;3;1;2;8;9;8;8;8;6;8;99;3;9;1;1;2;2;2;4;1;4;2;1;4;,416305338826238
153;847;1;2;3;59;2;53;5;3;4;2;4;8;1;2;8;1;6;2;2;3;4;2;2;3;3;1;1;2;1;2;6;7;10;1;10;10;4;9;3;3;0;0;2;2;2;2;1;2;6;8;5;0;12;1;3;3;3;5;7;7;5;4;8;9;4;1;8;2;1;4;2;2;2;1;4;2;1;4;,812996483964685
154;319;1;2;3;59;1;62;5;2;3;2;2;8;13;7;18;9;10;2;2;2;5;2;2;3;1;1;1;1;1;1;6;7;10;2;10;10;10;6;4;5;0;0;2;2;2;2;1;1;9;5;4;0;12;12;2;2;2;9;9;10;8;9;2;8;99;5;10;1;2;3;2;3;2;1;4;1;2;4;,320801179765382
155;846;1;2;3;36;1;87;5;2;2;2;2;4;99;99;32;99;99;5;1;3;1;1;1;3;3;1;1;3;2;3;7;2;6;1;10;10;7;4;8;7;3;0;2;1;1;2;1;1;6;12;12;5;12;12;2;1;2;6;6;6;4;6;9;99;99;8;4;3;3;5;2;2;7;5;4;1;1;4;,443896196814171
156;19;1;2;3;59;1;64;2;4;4;3;4;1;7;3;7;2;4;3;4;1;3;4;3;1;2;1;1;6;1;6;1;7;2;8;8;8;2;0;0;0;10;8;2;2;2;2;1;1;2;0;0;8;12;12;5;3;1;2;0;5;0;0;16;5;8;5;0;5;3;5;4;3;2;5;4;1;1;4;,954757018664659
157;507;1;1;3;59;2;67;5;2;4;2;3;1;7;8;1;7;99;1;2;3;2;3;2;3;2;1;1;13;5;3;7;2;4;1;10;10;9;0;4;0;5;0;2;2;2;2;1;1;7;6;5;5;12;12;2;2;1;6;7;4;5;5;8;99;99;5;5;3;3;5;4;2;2;1;4;2;4;1;,443896196814171
158;353;1;1;3;59;1;75;5;2;4;2;3;1;5;8;8;99;99;1;1;3;2;2;2;1;2;1;1;13;5;15;2;4;5;10;10;10;4;0;3;0;6;2;2;1;1;2;1;1;6;12;12;6;12;12;2;3;2;5;5;6;1;4;4;4;99;5;0;5;3;4;5;2;7;5;4;1;4;1;,954757018664659
159;608;1;2;3;36;2;65;5;2;4;2;3;4;5;2;4;99;99;2;2;3;3;2;2;2;3;2;6;2;2;2;7;6;3;1;10;10;6;7;0;5;0;0;2;2;2;2;2;2;6;7;2;1;5;0;3;2;2;6;5;5;5;5;6;8;99;5;6;1;1;1;5;1;1;3;4;2;2;4;,416305338826238
160;281;1;1;3;59;2;54;1;2;2;2;3;6;99;99;99;99;99;1;2;3;2;2;2;3;2;1;1;1;2;1;7;10;10;6;10;10;8;6;7;8;5;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;9;8;7;6;6;9;6;30;3;6;3;3;2;4;2;1;1;4;2;4;1;,236685031688911
161;50;1;2;3;59;2;35;2;3;4;3;4;1;7;13;6;1;8;3;4;1;2;3;2;4;4;2;1;10;5;11;8;8;8;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;4;0;1;2;1;99;99;99;11;4;2;2;1;3;3;7;1;4;2;2;4;,741568675952071
162;319;1;2;3;59;2;27;2;2;3;2;3;2;99;99;6;99;99;3;4;2;2;2;2;2;3;2;2;7;3;2;5;10;10;3;2;10;6;8;8;4;7;6;1;1;2;1;1;2;12;12;7;12;12;6;2;2;1;7;5;6;5;7;99;99;99;5;5;6;4;3;4;3;8;1;4;2;2;4;,564257244681269
