elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P0401;P0402;P0403;P0404;P0405;P0406;P05;P0601;P0602;P0603;P0701;P0702;P0703;P08;P09;P10;P11;P1201;P1202;P1203;P1204;P1301;P1302;P1401;P1402;P1403;P1501;P1502;P16;P1701;P1702;P1703;P18;P19;P20;P21;P22;P2301;P2302;P2303;P2401;P2402;P2403;P2501;P2502;P2503;P2504;P2505;P2506;P26A01;P26A02;P26A03;P26A04;P26A05;P26A06;P26B01;P26B02;P26B03;P26B04;P26B05;P26B06;P27;P28;P29;P30;P31;P32;P33;P34;P35;wt;udatam
796;703;2;2;3;20;1;56;1;7;11;7;11;8;11;5;1;2;7;1;6;99;2;1;1;4;7;5;5;0;8;10;8;8;9;2;2;3;3;2;3;1;2;1;1;1;7;6;2;3;10;10;8;0;7;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;0;0;5;4;4;4;1;7;1;,942953424357403;3
797;414;2;1;3;20;1;72;5;6;3;5;5;5;3;2;7;30;99;7;99;99;2;3;4;4;3;3;0;0;10;10;10;10;5;2;4;4;2;2;3;1;1;1;2;1;7;6;10;3;2;10;7;5;6;2;0;0;2;1;1;2;1;1;7;12;12;4;12;12;6;7;1;2;5;2;2;2;4;,942953424357403;3
798;19;2;2;3;43;2;41;6;8;7;7;6;7;5;0;99;99;99;99;99;99;2;2;3;2;9;6;5;1;7;9;10;10;10;2;3;3;4;3;2;1;1;1;2;1;7;6;10;3;5;10;8;2;6;5;0;0;2;1;1;1;1;1;7;12;12;12;12;12;4;5;2;3;5;3;3;2;4;,942953424357403;1
799;697;2;2;3;20;2;51;1;8;8;6;5;6;5;7;1;99;99;10;99;99;2;2;2;2;5;0;0;0;8;7;9;10;9;2;2;1;3;3;3;1;1;12;5;4;6;7;10;4;5;3;5;6;6;7;2;0;2;2;2;2;1;1;5;6;5;2;12;12;3;2;3;2;3;5;2;2;4;,401047133457101;3
800;690;2;1;3;43;2;59;1;8;9;1;1;1;1;3;1;2;28;1;2;19;2;3;4;4;5;5;0;0;10;10;10;10;10;4;4;4;2;2;2;2;4;14;5;14;2;7;5;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;6;1;6;3;3;4;2;2;4;2,15073714321118;1
801;16;2;2;3;1;1;38;1;7;7;6;6;3;3;4;1;7;8;2;1;7;2;2;3;1;5;3;0;3;8;10;7;9;6;2;3;2;2;1;1;1;1;1;2;1;7;6;10;3;4;10;8;5;6;6;0;0;2;2;1;1;1;1;6;6;12;12;12;12;3;5;2;2;3;4;2;5;4;,614802808962925;1
802;648;2;2;3;36;1;68;5;8;8;8;8;7;7;5;1;7;2;99;99;99;2;2;1;1;6;8;0;5;10;10;8;8;7;2;3;3;3;1;1;1;1;13;5;15;7;6;10;3;10;10;6;0;7;8;0;0;2;1;1;1;1;1;6;12;12;12;12;12;5;11;2;3;4;2;3;2;4;,942953424357403;2
803;704;2;1;3;36;1;45;1;8;8;6;6;5;5;5;8;5;99;8;99;99;2;2;1;2;3;4;0;1;10;2;10;10;8;4;4;3;2;2;2;1;1;2;3;2;7;5;10;3;10;10;1;6;4;1;1;0;2;2;1;1;1;1;5;6;12;12;12;12;4;2;3;3;4;3;2;2;4;1,43621861941823;2
804;700;2;1;3;34;1;41;1;8;8;6;6;5;6;7;8;10;5;8;9;99;2;3;1;2;6;4;0;0;8;6;8;7;6;2;2;3;1;1;1;1;1;3;2;3;7;6;10;2;10;10;6;5;8;6;2;0;2;1;2;1;1;1;6;12;7;12;12;12;3;1;4;2;4;2;3;5;4;1,2318278489646;2
805;17;2;2;3;44;2;38;1;8;8;11;11;3;1;5;2;5;1;5;1;6;2;3;3;2;6;5;2;1;7;7;10;10;10;3;3;2;1;1;1;2;1;12;5;9;5;4;10;10;10;10;2;0;3;0;5;3;2;1;1;1;1;1;5;12;12;12;12;12;5;3;3;3;3;5;1;2;4;2,15073714321118;2
806;691;2;1;3;82;2;43;1;7;8;6;7;4;5;4;6;1;31;6;2;31;2;2;1;1;6;5;4;4;10;10;10;10;10;1;4;1;1;1;1;1;1;1;1;1;7;10;10;10;10;10;10;0;0;0;0;0;2;2;2;2;2;2;10;0;0;0;0;0;5;10;1;1;1;5;2;2;4;,574370201074409;2
807;693;2;1;3;2;1;52;1;5;5;5;5;3;2;8;1;8;13;8;6;99;3;3;2;2;5;7;0;5;10;10;10;10;10;4;2;3;1;1;1;1;1;2;2;2;7;6;1;3;10;10;0;8;5;0;0;0;2;2;2;2;1;1;3;8;3;0;12;12;7;7;3;2;3;3;3;2;4;,936410239036902;1
808;463;2;2;3;36;2;51;1;9;9;8;8;8;8;7;2;99;99;99;99;99;1;2;2;2;8;7;2;6;0;0;6;5;2;1;2;4;3;3;3;3;6;12;5;9;7;6;1;2;10;10;3;8;11;11;2;0;1;1;1;1;1;1;12;12;12;12;12;12;4;5;2;2;4;4;2;7;1;3,29869175045675;2
809;709;2;2;3;36;1;47;1;6;4;5;5;5;4;6;8;7;10;8;7;10;2;2;2;2;5;5;3;4;8;8;9;7;8;2;3;3;2;2;2;1;1;10;5;10;7;2;6;1;3;5;6;3;5;5;3;0;2;2;2;2;1;2;5;3;5;3;12;2;5;7;3;2;1;5;3;2;4;,506117516704392;2
810;701;2;2;3;20;2;23;5;7;5;6;8;5;10;5;99;99;99;31;99;99;2;1;1;1;10;5;2;2;8;5;8;7;6;3;3;3;2;2;2;3;3;14;5;9;7;10;10;1;10;10;7;5;6;3;6;0;2;1;1;1;1;1;6;12;12;12;12;12;6;5;3;3;4;2;2;2;4;3,29869175045675;3
811;190;2;1;3;13;1;75;5;8;10;8;5;0;4;6;7;99;99;99;99;99;2;2;1;1;5;1;0;0;10;11;10;8;8;1;4;1;1;1;1;1;1;13;5;15;7;10;10;1;10;10;8;0;3;0;0;0;2;2;2;2;2;2;5;6;3;5;3;4;5;0;3;3;3;2;2;5;4;,614802808962925;2
812;19;2;1;3;44;2;56;2;10;10;5;4;4;4;2;6;7;2;6;7;2;3;2;1;1;8;4;0;3;10;10;10;10;8;3;4;1;1;1;1;1;1;12;5;1;7;2;10;1;6;10;8;0;6;0;7;0;2;1;2;2;1;1;8;12;7;6;12;12;6;5;3;3;4;5;1;2;4;,942953424357403;2
813;679;2;2;1;29;2;45;1;8;7;4;2;2;0;0;2;5;5;22;6;6;3;3;2;1;5;3;0;0;10;10;10;10;10;2;4;2;3;1;1;1;1;12;5;1;8;8;8;8;8;8;4;4;0;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;5;8;2;1;1;3;2;2;4;,574370201074409;2
814;702;2;2;3;85;2;70;3;10;11;8;11;5;2;8;1;18;99;98;99;99;1;1;4;1;10;4;0;0;10;11;10;8;5;2;3;3;2;2;4;1;1;12;5;2;7;6;5;4;1;2;7;7;3;3;0;0;2;2;2;2;1;1;7;10;4;4;12;12;0;10;1;1;1;2;2;1;4;,874827065593637;2
815;699;2;2;3;3;2;62;1;6;6;7;7;5;5;6;2;99;99;99;99;99;2;2;1;1;8;2;2;1;10;7;10;8;6;2;2;2;1;2;2;1;1;1;1;1;7;6;4;2;5;10;10;8;6;6;4;0;2;1;2;1;1;1;6;12;5;12;12;12;6;8;2;1;2;4;2;2;4;,574370201074409;2
816;690;2;2;3;20;2;49;1;4;11;5;11;4;11;0;1;5;7;99;99;99;3;2;3;4;6;5;0;0;10;11;9;9;8;3;3;4;2;2;2;2;2;3;2;14;7;6;10;5;10;10;4;5;6;6;0;0;2;1;1;1;1;1;5;12;12;12;12;12;6;5;3;3;5;2;3;2;4;3,29869175045675;3
817;704;2;2;3;15;2;56;2;5;5;5;5;5;5;0;8;18;99;2;8;99;2;2;1;1;5;5;5;0;5;5;5;5;5;4;4;4;2;2;2;5;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;1;1;1;1;1;5;12;12;12;12;12;5;8;3;3;5;2;3;7;2;3,29869175045675;2
818;696;2;2;3;20;1;27;1;5;4;2;0;2;0;3;5;2;5;98;2;1;4;3;1;1;7;4;3;2;5;5;10;10;10;3;4;4;2;2;4;2;4;14;5;1;6;5;10;7;1;3;5;4;7;2;0;6;1;1;1;1;1;1;12;12;12;12;12;12;7;6;2;1;2;2;3;2;4;,574370201074409;3
819;692;2;2;3;20;2;53;2;7;5;6;6;5;4;7;5;2;8;5;8;5;3;3;3;3;5;5;9;5;7;9;10;10;10;3;4;2;2;2;2;1;1;7;2;7;2;1;3;6;10;10;0;0;0;0;6;8;2;1;1;1;1;1;3;12;12;12;12;12;7;0;5;3;4;3;3;2;4;1,00865327155689;3
820;695;2;1;3;32;1;76;5;8;8;8;7;7;8;8;1;8;13;99;99;99;1;2;1;1;7;5;2;4;8;8;8;8;7;2;3;2;2;3;2;1;1;3;2;3;6;7;5;8;8;8;8;8;10;6;0;0;2;2;2;2;1;1;8;7;9;3;12;12;4;7;3;3;3;3;3;5;4;,803148068758848;1
821;148;2;2;3;902;2;47;1;8;8;5;5;5;5;0;1;2;99;1;6;99;2;2;2;2;10;5;0;0;10;10;10;10;8;2;2;2;2;3;4;1;1;13;5;1;7;2;10;3;1;10;8;0;8;0;0;0;2;2;2;2;1;2;7;0;7;0;12;0;6;6;3;2;3;5;2;2;4;,614802808962925;2
822;650;2;1;3;999;2;46;1;9;11;8;11;6;11;6;8;13;2;8;13;2;1;2;3;1;5;4;4;0;10;10;10;10;10;3;3;2;1;1;1;1;1;12;5;15;7;10;10;2;1;10;6;6;4;6;0;0;2;2;1;2;2;1;6;6;12;3;3;12;3;3;2;3;2;2;2;3;4;,874827065593637;1
823;700;2;1;3;83;2;46;1;7;7;6;6;5;3;3;10;6;8;8;9;13;2;3;3;1;6;7;0;5;9;9;9;9;8;3;3;1;1;1;1;1;1;2;1;2;7;6;3;5;10;10;5;10;3;8;0;0;2;2;2;1;2;2;6;10;2;12;2;2;0;10;1;1;2;5;3;2;4;,874827065593637;1
824;17;2;2;3;901;1;53;1;7;11;6;7;6;6;6;8;2;7;8;99;99;1;2;2;1;6;4;0;0;10;10;10;9;8;2;3;4;1;1;1;3;6;12;5;9;7;6;1;2;10;10;2;6;0;0;0;0;2;2;2;2;1;2;5;5;5;0;12;0;2;5;3;2;4;4;3;2;4;3,29869175045675;1
825;703;2;1;3;15;2;64;1;10;10;5;4;5;4;0;8;2;7;7;8;99;1;1;4;1;5;10;0;5;10;10;8;8;5;4;4;4;4;5;4;1;1;13;5;3;6;7;10;1;10;10;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;0;0;3;3;5;2;2;2;4;1,2318278489646;2
826;697;2;2;3;20;2;67;5;5;6;9;9;0;6;5;1;2;8;1;99;99;3;3;1;1;5;5;0;0;10;8;10;7;10;1;4;4;3;2;2;1;1;1;2;1;6;7;5;3;2;10;10;7;7;0;0;0;2;2;2;1;1;2;8;6;8;12;12;0;3;10;2;1;4;2;3;2;4;,942953424357403;3
827;414;2;2;2;20;2;53;1;7;8;5;5;4;3;6;1;6;2;31;6;4;2;2;3;1;6;5;2;2;8;8;10;4;8;3;3;1;1;1;2;1;1;2;2;2;1;6;7;5;4;10;3;8;4;6;1;0;2;2;2;2;1;2;5;7;4;2;12;0;3;7;2;1;1;4;2;2;4;,874827065593637;3
828;463;2;2;3;2;1;59;1;6;6;6;6;4;5;7;2;2;7;7;2;4;2;3;1;1;5;8;3;2;9;8;10;8;8;3;4;2;2;2;2;1;1;2;2;2;7;6;10;5;4;10;5;9;6;7;0;0;2;2;2;1;1;1;6;8;8;12;12;12;9;8;2;1;4;4;2;3;4;1,43621861941823;1
829;414;2;1;2;60;1;48;1;7;7;7;6;6;5;7;1;18;98;23;13;1;1;2;3;1;4;4;3;4;9;9;9;9;8;3;3;2;1;1;2;1;1;2;2;2;7;6;3;10;10;10;5;6;4;5;1;0;2;2;2;2;1;1;5;6;4;1;12;12;4;8;1;1;1;5;2;2;4;,874827065593637;1
830;19;2;2;3;3;2;51;1;8;6;7;6;5;3;7;2;1;8;2;99;99;2;2;2;1;6;7;0;6;10;10;10;10;10;2;3;2;2;1;2;1;1;3;2;3;7;10;10;2;10;10;6;6;8;0;0;0;2;2;1;1;1;1;8;7;12;12;12;12;8;7;2;2;2;5;1;2;4;,750328903870316;2
831;414;2;2;3;46;1;76;5;8;8;9;8;5;5;6;1;10;9;31;99;99;1;2;2;1;9;7;0;4;9;8;8;7;5;2;2;3;2;2;2;1;1;1;1;1;7;6;5;2;10;10;9;6;8;5;5;0;2;1;1;1;1;2;8;12;12;12;12;7;4;5;3;3;4;2;3;5;4;,942953424357403;2
832;699;2;1;3;20;1;48;1;8;8;8;8;7;7;6;17;4;1;4;28;98;1;1;1;1;7;4;1;0;9;7;10;8;8;1;1;1;1;1;1;1;1;1;1;1;6;7;2;5;10;10;8;5;4;5;0;0;2;2;2;2;2;2;8;6;4;0;4;0;4;10;1;2;2;4;3;2;4;,574370201074409;3
833;700;2;1;3;999;2;46;1;9;10;6;8;5;6;2;8;1;13;13;8;1;2;3;1;1;7;5;0;0;8;6;10;7;7;3;4;4;2;2;1;2;2;1;2;9;2;7;6;3;10;10;3;0;3;1;0;0;2;2;1;1;1;1;6;6;12;12;12;12;5;5;3;2;2;3;2;2;4;2,00929356111465;1
834;694;2;2;3;13;1;60;1;6;6;5;4;4;3;2;2;1;7;99;99;99;2;2;2;2;5;0;0;0;5;5;10;7;5;2;2;4;2;2;1;1;1;12;5;1;7;2;6;1;3;5;5;0;5;3;0;0;2;1;1;1;1;1;5;12;12;12;12;12;5;5;3;3;4;2;3;2;4;,942953424357403;2
835;704;2;2;3;80;2;60;1;8;7;7;6;5;4;7;1;4;99;10;2;4;2;2;2;2;4;0;0;0;9;8;9;9;9;2;2;2;1;2;2;2;1;1;2;1;6;7;10;9;9;9;8;4;7;7;0;0;2;2;2;2;1;1;7;5;6;4;12;12;2;9;1;2;2;4;3;2;4;,574370201074409;2
836;690;2;1;3;13;1;80;5;8;8;9;9;7;11;7;99;99;99;99;99;99;1;2;4;1;8;5;0;0;8;11;10;11;7;1;2;3;1;1;1;1;1;1;1;1;5;6;4;3;10;10;10;5;6;4;0;0;2;2;2;2;1;2;10;7;8;0;12;0;5;10;2;3;4;3;2;5;4;,942953424357403;2
837;709;2;2;3;999;2;60;1;9;9;6;6;4;4;3;8;1;2;99;99;99;3;2;2;2;5;5;0;0;10;10;10;8;8;2;3;3;3;3;3;2;2;1;2;14;7;2;10;10;10;10;5;3;5;5;3;0;2;1;1;1;1;1;7;12;12;12;12;12;5;5;3;2;2;2;2;2;4;2,00929356111465;1
838;16;2;1;3;78;2;70;5;7;7;7;7;6;5;2;1;2;23;23;99;99;2;2;2;2;7;5;3;3;10;10;10;9;8;2;2;2;2;2;1;1;1;13;5;15;7;10;10;1;10;10;11;11;11;11;2;0;2;2;2;1;1;1;7;11;11;12;12;12;4;3;3;3;3;5;2;2;4;,614802808962925;2
839;148;2;2;3;20;2;66;5;7;5;8;8;7;6;9;99;99;99;6;2;99;1;2;2;1;8;6;5;6;5;4;0;5;4;2;3;3;2;2;3;1;1;1;1;1;7;6;10;3;2;10;10;5;6;5;0;0;2;1;1;1;1;1;8;12;12;12;12;12;5;6;2;3;3;2;3;5;4;,614802808962925;3
840;693;2;1;3;36;2;51;1;10;10;10;10;0;10;0;99;99;99;99;99;99;2;2;2;2;8;10;0;0;0;0;10;10;8;1;1;4;2;3;3;2;1;2;1;2;3;10;10;6;10;10;0;10;0;0;10;0;2;2;1;1;2;1;0;10;12;12;10;12;5;0;3;3;4;2;3;7;1;1,43621861941823;2
841;17;2;2;3;36;1;56;1;6;6;6;5;5;4;6;1;6;2;6;2;6;1;2;4;2;7;4;0;0;8;8;8;7;7;2;2;2;2;2;1;1;1;2;3;2;7;6;10;3;4;10;3;7;5;7;0;0;2;2;2;1;1;1;5;6;5;12;12;12;4;6;6;4;3;3;3;2;4;,936410239036902;2
842;702;2;2;3;20;1;68;5;7;7;5;5;3;2;7;8;7;1;8;7;4;3;3;1;1;5;8;1;7;9;9;10;9;9;2;4;1;3;2;2;1;1;2;1;2;7;6;3;1;4;10;6;10;1;6;0;0;2;2;2;2;2;2;6;10;1;0;5;0;2;10;1;1;3;5;1;2;4;,936410239036902;3
843;348;2;2;2;20;2;51;1;7;8;6;6;4;2;6;6;98;15;98;15;99;2;2;3;1;3;3;0;3;10;10;10;10;10;3;4;1;1;1;1;1;1;2;2;2;6;7;10;10;10;10;3;7;4;4;0;0;2;2;2;2;2;2;5;8;1;0;4;3;2;9;1;1;1;4;2;3;4;,874827065593637;3
844;463;2;2;3;57;1;73;5;7;7;8;7;7;8;8;1;99;99;1;99;99;2;1;1;1;7;6;7;6;8;8;8;8;9;1;2;1;2;2;1;1;1;3;2;3;6;7;10;1;10;10;8;6;9;7;6;5;1;1;1;1;1;1;12;12;12;12;12;12;7;8;5;1;3;2;3;7;1;,803148068758848;1
845;696;2;2;3;44;2;44;1;8;8;6;6;4;3;2;6;16;2;16;16;99;2;2;3;3;9;0;7;5;9;9;8;7;7;3;4;2;2;1;1;1;1;7;3;7;2;4;5;1;6;10;6;0;2;0;6;7;2;2;2;2;2;2;6;0;4;7;0;6;7;5;3;3;3;5;2;2;4;,657638912595725;2
846;691;2;1;3;82;2;59;1;7;11;6;6;3;3;10;1;2;6;6;9;8;1;2;3;1;10;0;0;0;10;10;10;10;10;2;3;2;2;2;2;1;1;1;1;1;6;7;5;2;4;10;10;10;0;0;0;0;2;1;1;1;1;1;10;12;12;12;12;12;5;10;3;2;3;3;2;5;4;,614802808962925;2
847;697;2;2;3;20;2;46;6;7;6;5;4;5;4;3;7;1;4;15;7;8;2;2;2;2;9;4;3;1;10;10;10;10;8;3;3;2;3;2;2;1;1;6;3;6;2;7;10;1;3;10;5;0;5;4;6;4;2;2;2;1;2;2;7;6;5;12;5;5;5;5;3;3;1;5;3;2;4;1,34358495978004;3
848;690;2;2;1;15;2;28;1;8;8;7;7;5;5;4;1;2;8;8;13;2;2;3;3;1;5;6;0;4;10;8;10;10;9;3;3;2;2;1;1;1;1;2;1;2;6;7;3;5;1;4;4;8;0;5;0;0;2;2;1;1;1;1;4;7;12;12;12;12;2;9;1;1;1;3;2;2;4;,874827065593637;2
849;692;2;2;3;78;1;66;2;3;2;3;3;1;0;7;21;21;4;6;2;11;3;3;3;3;0;5;7;5;0;0;10;0;0;4;4;1;4;4;4;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;1;2;1;2;2;1;1;0;12;0;0;12;12;11;11;6;4;4;4;3;2;4;3,29869175045675;2
850;695;2;2;3;13;2;44;1;6;8;7;7;4;3;7;7;2;99;7;2;9;2;2;1;1;6;0;0;0;7;7;10;10;10;2;4;3;3;2;2;2;2;1;1;1;7;2;4;3;5;6;8;0;5;2;0;0;2;1;1;1;1;1;5;12;12;12;12;12;4;4;3;3;1;5;2;2;4;,574370201074409;2
851;709;2;2;3;999;2;51;1;6;6;7;7;7;7;6;8;13;15;10;20;6;3;3;1;2;7;6;0;3;10;7;10;10;8;3;3;3;1;1;2;1;1;12;5;14;7;1;6;5;3;4;3;5;4;7;0;0;2;1;1;1;1;1;5;12;12;12;12;12;5;3;4;3;4;2;3;5;4;,615105790521687;1
852;693;2;1;3;44;2;77;5;9;7;7;7;5;5;4;2;8;99;99;99;99;2;2;2;2;5;0;0;0;9;11;9;11;7;2;2;2;1;1;2;1;1;1;1;1;7;4;2;3;6;10;7;0;4;0;2;0;2;2;2;2;1;1;8;0;6;4;12;12;5;6;4;3;3;4;1;2;4;,614802808962925;2
853;701;2;2;3;60;1;42;1;7;7;7;7;8;8;10;5;99;99;23;99;99;2;2;2;1;10;10;10;10;5;3;6;7;7;2;2;1;2;2;2;1;2;1;2;1;2;10;10;3;10;10;10;10;10;3;8;4;1;1;1;1;1;1;12;12;12;12;12;12;7;10;3;4;4;2;2;7;1;,942953424357403;1
854;190;2;2;3;20;1;52;1;8;9;6;7;7;7;2;2;5;1;2;1;99;2;3;2;3;4;7;0;0;10;10;10;5;5;3;3;2;2;2;2;2;1;3;1;3;7;6;10;1;4;2;7;8;10;5;0;0;2;1;1;1;1;1;5;12;12;12;12;12;3;7;2;2;3;4;3;2;4;,803148068758848;3
855;699;2;2;3;902;1;53;1;10;10;10;10;7;7;8;1;2;99;99;99;99;1;1;4;1;7;8;7;7;10;10;10;10;8;3;3;2;4;4;4;1;1;3;3;3;7;5;6;1;10;10;7;5;7;0;4;0;1;1;1;1;1;1;12;12;12;12;12;12;5;8;3;2;4;5;3;7;1;1,2318278489646;2
856;17;2;1;3;13;2;56;1;5;6;3;2;0;0;8;2;6;4;6;99;99;3;3;3;1;5;10;5;5;5;5;10;10;10;4;4;3;2;2;2;1;1;12;5;6;5;10;10;10;10;10;2;0;0;0;9;8;1;1;1;1;1;1;12;12;12;12;12;12;7;0;3;3;3;3;2;2;4;1,4381661963102;2
857;16;2;2;3;20;2;57;1;8;8;8;7;6;6;4;2;8;1;2;6;99;1;2;3;1;0;7;0;0;10;10;10;10;10;1;3;2;1;1;2;1;1;2;1;2;7;6;10;1;10;10;5;10;5;6;0;0;2;2;2;1;1;1;6;7;5;12;12;12;2;10;1;1;3;5;1;2;4;,936410239036902;3
858;700;2;2;3;34;1;46;1;8;7;5;4;4;2;4;5;2;1;1;2;7;2;2;1;1;6;5;0;3;10;10;10;10;10;3;3;4;2;3;4;3;3;14;5;9;4;6;3;7;1;10;0;0;0;0;0;0;1;1;2;1;1;1;12;12;6;12;12;12;3;0;3;2;2;4;2;3;4;2,00929356111465;2
859;697;2;2;3;999;1;47;1;8;7;6;5;4;4;5;2;8;1;8;99;99;1;2;3;1;4;2;2;3;8;8;8;8;8;2;4;3;2;1;1;1;1;1;1;1;7;6;10;3;2;4;9;11;7;4;1;0;2;2;2;2;1;2;7;5;4;2;12;1;5;8;2;2;1;4;2;1;4;,574370201074409;1
860;695;2;2;3;20;1;42;1;7;7;4;4;4;3;3;6;2;7;6;7;98;4;1;2;1;6;2;0;5;10;10;10;6;10;1;1;1;1;1;1;1;1;1;2;2;6;7;10;2;10;10;5;5;3;3;0;0;2;1;2;1;2;2;5;12;3;12;5;3;4;6;3;3;4;2;3;7;1;1,43621861941823;3
861;690;2;1;3;15;2;66;5;5;3;6;5;5;4;1;1;99;99;6;99;99;2;2;3;1;3;2;0;0;10;10;7;8;8;2;3;2;2;2;2;1;1;10;5;10;7;10;10;10;10;10;3;5;5;2;1;0;2;1;1;2;1;1;6;12;12;3;12;12;3;1;3;3;4;5;3;5;4;,830901820134372;2
862;19;2;2;3;71;2;66;1;8;7;6;6;5;5;6;2;7;8;99;99;99;4;2;1;1;6;5;0;0;9;7;10;10;9;2;3;3;2;3;3;1;1;12;5;1;6;7;10;3;1;10;7;5;7;5;0;0;1;1;1;1;1;1;12;12;12;12;12;12;6;6;2;1;4;4;2;5;4;,942953424357403;1
863;704;2;1;3;82;1;46;1;8;6;7;5;6;5;7;1;2;8;99;99;99;1;3;1;1;7;5;4;0;9;7;8;8;9;1;4;3;2;2;2;3;4;14;5;9;7;2;10;3;10;10;6;1;3;4;5;1;2;2;2;2;2;1;6;2;4;6;5;12;4;3;3;3;3;5;1;5;4;2,15073714321118;2
864;148;2;2;3;20;2;54;1;7;7;5;5;3;3;5;99;99;99;9;9;99;2;2;1;1;5;1;0;1;10;10;8;8;8;2;2;4;3;3;2;1;1;13;5;15;2;10;10;10;10;10;5;0;5;3;4;0;2;1;1;1;1;1;7;12;12;12;12;12;5;5;3;3;4;4;2;2;4;1,2318278489646;3
865;650;2;2;3;902;1;60;1;6;5;6;5;3;2;2;1;7;2;99;99;99;1;2;2;1;5;5;0;0;10;10;10;10;10;2;3;4;4;4;4;2;4;14;5;9;7;10;10;1;10;10;3;2;3;0;0;0;2;2;2;2;1;1;6;5;5;6;12;12;5;6;2;2;4;3;1;2;4;3,29869175045675;2
866;692;2;1;3;27;1;56;1;9;9;5;11;4;11;3;5;1;7;7;99;99;2;2;1;2;7;9;0;1;8;8;10;10;8;2;3;3;4;1;1;2;6;1;2;9;6;7;2;3;10;10;7;0;6;5;0;0;2;2;2;1;1;1;7;3;7;12;12;12;5;3;3;4;2;4;3;2;4;2,00929356111465;2
867;693;2;2;3;999;1;51;1;7;6;7;6;6;5;0;19;8;13;13;23;99;1;2;2;2;6;5;3;0;7;7;8;8;6;2;3;2;3;1;2;1;1;1;2;1;7;6;10;2;10;10;9;7;6;6;0;0;2;2;2;2;1;1;7;6;4;4;12;12;4;10;1;1;1;5;2;3;4;,574370201074409;1
868;17;2;2;3;27;1;60;1;5;4;4;4;3;2;0;2;4;99;2;5;1;3;3;1;1;6;0;0;0;10;10;10;10;10;4;4;4;1;1;1;1;1;1;1;1;6;7;10;3;10;10;10;0;6;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;0;0;3;2;5;2;3;2;4;,942953424357403;2
869;463;2;1;3;84;2;88;5;8;10;9;10;7;7;5;1;2;20;31;99;99;2;2;1;1;9;7;6;1;10;5;8;6;7;1;1;2;1;1;1;1;1;1;1;1;7;10;10;3;2;10;8;7;8;8;1;1;2;2;1;2;1;2;7;5;12;7;12;5;1;8;1;2;4;2;3;7;1;,942953424357403;2
870;703;2;2;3;69;1;24;1;8;9;5;4;3;2;4;1;6;99;1;9;99;1;2;1;2;6;4;0;3;8;8;10;10;10;2;4;2;1;1;1;1;1;2;1;2;6;1;7;4;3;10;0;8;6;6;0;0;2;2;1;1;1;1;3;7;12;12;12;12;0;9;1;1;1;5;3;2;4;,874827065593637;2
871;702;2;1;3;20;1;23;1;6;5;7;7;4;3;2;7;1;10;1;7;10;2;2;2;2;8;5;6;3;0;6;10;8;8;2;2;2;3;1;1;3;1;13;5;15;4;10;10;6;10;10;7;6;7;3;7;5;1;1;1;1;1;1;12;12;12;12;12;12;6;4;3;2;2;2;3;2;4;2,00929356111465;3
872;700;2;1;3;13;2;83;5;5;5;6;7;7;5;6;1;8;4;8;6;99;2;2;1;2;7;6;0;0;9;7;10;8;6;2;3;3;3;3;4;1;1;8;4;1;6;7;10;5;2;1;5;4;6;4;0;0;2;2;2;2;1;2;8;6;5;1;12;5;5;5;3;3;4;2;3;5;4;,942953424357403;2
873;697;2;2;3;902;1;50;1;5;6;8;6;5;4;8;2;1;99;2;6;99;4;2;1;2;8;5;6;8;10;8;7;8;8;4;1;1;3;1;1;5;5;14;5;12;7;6;5;3;1;10;8;5;10;4;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;8;2;3;4;4;2;7;2;3,29869175045675;2
874;190;2;1;3;999;2;57;3;6;6;5;5;3;4;3;2;7;8;28;8;99;2;2;2;1;6;2;2;2;9;6;9;8;8;3;3;3;3;3;3;1;1;12;5;1;2;5;10;1;10;10;6;0;4;1;4;3;2;1;1;1;1;1;6;12;12;12;12;12;5;1;3;2;4;4;2;2;4;,942953424357403;1
875;19;2;2;3;999;2;61;1;8;8;7;7;5;5;3;2;1;11;28;2;14;1;1;4;2;8;2;1;1;8;8;10;9;8;2;1;3;1;1;3;1;1;1;1;1;6;7;10;4;2;10;9;8;5;7;0;0;2;2;2;2;2;1;7;7;6;4;6;12;6;7;2;2;3;4;2;2;4;,614802808962925;1
876;414;2;2;3;20;1;67;5;10;10;8;9;4;3;7;2;1;25;35;99;99;1;2;2;1;4;0;0;0;10;7;10;10;6;2;2;1;1;1;1;1;1;1;1;1;7;4;6;2;3;10;10;7;7;6;0;0;2;2;2;2;1;2;10;8;6;4;12;0;5;10;1;1;1;3;2;2;4;,574370201074409;3
